entry_id,organisation,category,source_name,source_type,source_url,verification_status,last_checked
UMK-SCH-0005,Siddhartha Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0006,Buddha Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0007,Siddheshwor Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0008,Sherpa Ebs,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0009,Thongdolsamten Salin Gumba Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0010,Adharbhut Vidyalaya Thinkepu,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0011,Bhimeshwori Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0012,Kailashpati Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0013,Ma V Kasthem,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0014,Pabitranumbur Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0015,Jadibuti Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0016,Bal Jyoti Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0017,Mahalangur Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0018,Uma Tirtha Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0019,Himalaya Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0020,Uma Kunda Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0021,Walding Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0022,Kaileshwor Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0023,Bhumeshwor Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0024,Gupteshwor Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0025,Kali Devi Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0026,Simle Gaira Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0027,Saraswati Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0028,Him Ganga Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0029,Jana Chachhu Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0030,Chandeshwori Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0031,Janata Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0032,Bhagawati Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0033,Jana Jyoti Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0034,Him Ganga Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0035,Tahanthali Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0036,Airawati Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0037,Kalika Devi Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0038,Kali Devi Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0039,Seti Debi Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0040,Saraswati Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0041,Chandeshwori Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0042,Debishwar Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0043,Manelahare Namuna Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0044,Maidane Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0045,Pragatisil Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
UMK-SCH-0046,Jana Jagriti Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0001,Bhumeswori Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0002,Seti Devi Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0003,Jana Jagrit Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0004,Gokul Ganga Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0005,Shiva Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0006,Jangala Devi Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0007,Jana Jyoti Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0008,Jatteshwori Ma Vi,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0009,Bhalepokhari Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0010,Seti Devi Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0011,Pancha Pokhari Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0012,Shiva Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0013,Kushmawati Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0014,Kali Devi Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0015,Mahadeveshwori Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0016,Ma V Farpu,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0017,Gangeshwori Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0018,Bharati Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0019,Jyamkiri Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0020,Gaiyashwori Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0021,Kamala Devi Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0022,Kalika Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0023,Bhanu Bhakta Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0024,Muna Devi Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0025,Shivalaya Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0026,Gokul Ganga Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0027,Bhim Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0028,Jatteshwori Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0029,Tawe Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0030,Bhairabi Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0031,Seti Devi Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0032,Purna Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0033,Gupteshwori Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0034,Jalakali Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0035,Buddha Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0036,Sansari Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0037,Pancha Kanya Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0038,Seti Devi Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
GKG-SCH-0039,Sarada Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0001,Sunapati Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0002,Kali Devi Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0003,Bhagawati Bhakta Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0004,Dahu Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0005,Bal Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0006,Kusheshwor Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0007,Khanda Devi Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0008,Chandra Surya Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0009,Nawa Durga Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0010,Kali Devi Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0011,Ma V Mandarmelchaur,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0012,Krishna Barneshwor Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0013,Agleshwor Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0014,Dhaneshwori Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0015,Chula Ganga Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0016,Pancha Kanya Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0017,Jagrit Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0018,Shatalingeshwor Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0019,Mahakali Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0020,Jana Jagrit Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0021,Gupteshwor Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0022,Krishna Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0023,Pashupati Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0024,Pragati Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0025,Samsjakalyan Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0026,Pancha Kanya Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0027,Bhutandevi Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0028,Jal Devi Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0029,Krishnapuri Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0030,Bal Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0031,Dili Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0032,Balkalyan Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0033,Gyanjyoti Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
SNP-SCH-0034,Kali Devi Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
BHW-SCH-0001,Seti Devi Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
BHW-SCH-0002,Gauri Shankar Ebs,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
BHW-SCH-0003,Birendra Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
BHW-SCH-0004,Phulpa Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
BHW-SCH-0005,Chuli Danda Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
BHW-SCH-0006,Tripura Sundari Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
BHW-SCH-0007,Bal Mandir Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
BHW-SCH-0008,Dildhunga Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
BHW-SCH-0009,Mathillomati Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
BHW-SCH-0010,Budha Bhimsen Ma V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
BHW-SCH-0011,Bisuntole Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
BHW-SCH-0012,Tikhatal Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
BHW-SCH-0013,Kalinchowk Ebs,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
BHW-SCH-0014,Ankura Ebs,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
BHW-SCH-0015,Chetanshil Pra V,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
BHW-SCH-0016,Kupridanda Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
BHW-SCH-0017,Hari Kirtan Adharbhut Vidyalaya,Other,"School Details by Local Level and District, 2076",Official Government,https://doe.gov.np/assets/uploads/files/094e44803cff92f49923bea8ff25b2bd.pdf,Needs Review,2026-07-30
